"brewery_name","brewery_id","beers","beers_id","n_beers","mean_overall","mean_aroma","mean_appearance","mean_palate","mean_taste","n_reviews"
"Coronado Brewing Company",2447,"[""Four Brothers Pale Ale"",""Islander IPA"",""14th Anniversary Ale"",""Brandy Barrel Aged Barleywine"",""Orange Avenue Wit"",""Dubbel Trouble"",""Coronado 12th Anniversary Barrel Aged Stoopid Stout"",""Black Ops IPA"",""Coronado Orange Avenue"",""Octoberfest"",""Neptunes Nectar Strong Ale"",""Island Weizen"",""Point Loma Porter"",""Emerald Isle Stout"",""Red Devil"",""Mermaid's Red Ale"",""Hop Scotch"",""Admiral's Ale"",""Uptown Brown"",""Coronado Winter Brew"",""Idiot IPA"",""Outlet Stout"",""Nutter Brown"",""Saison By The Sea"",""Barleywine"",""Coronado Golden"",""Cherry Porter"",""Coffee Stout"",""Coronado Island Pale Ale"",""Bourbon Barrel Aged Stout"",""Black Pearle"",""Picadilly Porter"",""Hoppy Daze IPA""]","[""13966"",""31763"",""61562"",""72068"",""57631"",""77293"",""45407"",""68244"",""45711"",""13919"",""46474"",""14266"",""13965"",""49157"",""38888"",""14236"",""40759"",""47890"",""16445"",""14736"",""36748"",""16364"",""41945"",""44517"",""75706"",""14267"",""75705"",""45930"",""13309"",""68698"",""43078"",""47889"",""13967""]",33,3.81993569131833,3.80707395498392,3.91103965702036,3.77599142550911,3.80546623794212,933
"County Durham Brewing Company",2793,"[""Durham Signature Ale"",""Durham Hop Addict"",""Durham Black Katt"",""Durham ESB"",""Durham Hop Head"",""Durham Red Dragon"",""Durham Triple X IPA"",""Durham Black Eye"",""Special Ale""]","[""7582"",""29664"",""9471"",""7112"",""36763"",""47682"",""6691"",""53824"",""21711""]",9,3.94244604316547,3.7410071942446,3.89568345323741,3.85971223021583,3.81294964028777,139
"Court Avenue Brewing Company",1950,"[""Winter Ale"",""Oktoberfest"",""Honey Ale"",""Honest Lawyer IPA"",""21st Amendment"",""Belgian White"",""Bourbon Barrel Brown"",""India Pale Ale"",""Juniper Rye"",""California Common"",""Topping Pale Ale"",""Blackhawk Stout"",""Harvest Ale"",""Biere De Garde"",""Rye Pale Ale"",""Summer Ale""]","[""24256"",""13652"",""31897"",""30994"",""60956"",""25470"",""28618"",""11836"",""33866"",""35760"",""13651"",""25197"",""39535"",""39852"",""55172"",""38178""]",16,3.63207547169811,3.49056603773585,3.66981132075472,3.49056603773585,3.60377358490566,53
"Crabby Larry's Brew Pub",1870,"[""Great Pumpkin Ale"",""Whiskey-Vanilla Smoked Porter"",""Irish Stout"",""Summer Ale"",""IPA""]","[""53115"",""36320"",""44246"",""44032"",""44248""]",5,3.83333333333333,3.83333333333333,3.66666666666667,3.66666666666667,3.83333333333333,9
"Crabtree Brewing Company",13907,"[""Saint Patrick"",""Dearfield Ale"",""Chunkin Pumpkin"",""Downtown Nutbrown Ale"",""5th Anniversary Ale"",""Braggot"",""Jeff's Pale Ale"",""Berliner Weisse"",""Boxcar Brown"",""Twisted Creek Wheat"",""Oatmeal Stout"",""Golden 8"",""Cezanne Saison"",""Ginger Bee Beer""]","[""48581"",""58744"",""73214"",""31093"",""69038"",""49958"",""42790"",""73392"",""43523"",""31190"",""67907"",""43284"",""75987"",""35469""]",14,3.41666666666667,3.36742424242424,3.53409090909091,3.4469696969697,3.39393939393939,132
"Craft Microbrewery",9585,"[""Black Lager"",""Pilsner"",""Red Ale"",""Smoked Lager"",""Athens Lager""]","[""45048"",""57884"",""43726"",""43727"",""53331""]",5,3.58333333333333,3.44444444444444,3.61111111111111,3.34722222222222,3.51388888888889,36
"Craftsman Brewing Co.",2321,"[""Rye Pale Ale"",""Craftsman Biere De Blanco"",""Beer Mountain Strong Ale"",""Craftsman Holiday Spruce"",""Craftsman Cabernale"",""Smoked Black Lager"",""Craftsman El Prieto Sour Black Ale"",""Craftsman Honesty Ale"",""Craftsman Sour Lavender"",""Craftsman Triple White Sage"",""Baldwin Abbey 10"",""Craftsman Honest Ale"",""Craftsman Flanders Red"",""Craftsman Poppyfields Pale Ale"",""Craftsman Angelino Weisse"",""Orange Grove Ale"",""Craftsman Heavenly Hefeweizen"",""Craftsman Oktoberfest"",""Craftsman 1903"",""Craftsman IPA"",""Craftsman Aurora Borealis"",""Craftsman Bier De Mars"",""Point Five"",""Craftsman Edgar's Ale""]","[""10101"",""22858"",""14870"",""27452"",""14304"",""32724"",""43892"",""48083"",""37887"",""12246"",""34543"",""34764"",""73261"",""27844"",""75616"",""33762"",""12634"",""33000"",""20054"",""12138"",""28484"",""23335"",""37200"",""14037""]",24,3.85214007782101,3.76848249027237,3.85992217898833,3.77626459143969,3.85992217898833,257
"Craggie Brewing Company",21841,"[""Battery Hill Bitter"",""Dubbelicious"",""Herkulean IPA"",""Roggenbier"",""Toubab Brewe"",""Antebellum Ale"",""Burning Barrel"",""Meet Your Maker"",""Germinator Doppelbock""]","[""56978"",""56981"",""60704"",""65082"",""57668"",""58940"",""65447"",""56982"",""62717""]",9,3.81410256410256,3.66025641025641,3.65384615384615,3.80128205128205,3.74358974358974,78
"Creemore Springs Brewery Limited",455,"[""Creemore Springs Kellerbier"",""Creemore Springs Premium Lager"",""Creemore Springs UrBock"",""Creemore Springs Traditional Pilsner"",""Oktoberfest Lager""]","[""50647"",""1654"",""2250"",""36960"",""73991""]",5,3.87594936708861,3.54683544303797,3.77848101265823,3.72784810126582,3.79113924050633,395
"Crescent City Brewhouse",971,"[""IPA"",""Weiss Beer"",""Red Stallion"",""Black Forest"",""Double Pilsner"",""Pilsner"",""Dunkel Weizen"",""Roggen"",""Spring Bock""]","[""17220"",""3644"",""5547"",""9825"",""66692"",""9824"",""17362"",""23234"",""67820""]",9,3.55072463768116,3.28985507246377,3.66666666666667,3.47101449275362,3.47826086956522,69
"Cricket Hill Brewing Co.",1344,"[""East Coast Lager"",""Cricket's Nocturne"",""Fall Festivus"",""Paymaster's Porter"",""Reserve Ale - Barleywine"",""Mai Bock"",""American Brown Ale"",""Jersey Summer Breakfast Ale"",""Colonel Blides Cask Ale"",""Belgian Dubbel"",""Reserve Ale - Bourbon Barrel Aged Porter"",""Hopnotic India Pale Ale"",""Helles Bock"",""American Ale""]","[""5539"",""47004"",""45807"",""41880"",""57544"",""38104"",""67273"",""37123"",""10094"",""69933"",""48314"",""18766"",""32922"",""5845""]",14,3.61708253358925,3.3915547024952,3.60364683301344,3.52015355086372,3.49904030710173,521
"Crooked River Brewing Co.",424,"[""Crooked River Irish Red Ale"",""Robust Porter"",""Crooked River Select Lager (Black Forest Lager)"",""Crooked River Kolsch Ale"",""Yuletide Ale"",""Crooked River Pumpkin Harvest Ale"",""Crooked River ESB""]","[""1279"",""1281"",""1282"",""5912"",""7346"",""1280"",""1278""]",7,3.74774774774775,3.57657657657658,3.68018018018018,3.62612612612613,3.63513513513514,111
"Cropton Brewery",294,"[""Russian Stout"",""Monkman's Slaughter Ale"",""Scoresby Stout"",""Rudolph's Revenge Winter Ale (6%)"",""Fat Dragon"",""Cropton's Calamity Ale / Uncle Sam's Bitter""]","[""60497"",""815"",""14896"",""2200"",""59766"",""6377""]",6,3.21987951807229,3.44277108433735,3.66867469879518,3.30421686746988,3.26807228915663,166
"Crossroads Brewing Company",24047,"[""Outrage IPA"",""Raspberry Beret"",""Homewrecker"",""Black Rock Stout"",""Brady's Bay Cream Ale""]","[""62851"",""70537"",""71519"",""69441"",""62951""]",5,4.13333333333333,4.03333333333333,3.98333333333333,4.03333333333333,4.11666666666667,30
"Crown Brewing",17278,"[""Special Forces American IPA"",""Crown Brown"",""Weizenheimer"",""Winter Warlock"",""Java Porter"",""Blueberry Wheat"",""Pumpkin Ale"",""Belgian Tripel"",""Oktoberfest"",""Dunkel Weizen""]","[""57516"",""64245"",""43577"",""65606"",""72183"",""70002"",""62339"",""62336"",""73534"",""70546""]",10,3.81666666666667,3.83333333333333,3.83333333333333,3.66666666666667,3.7,30
"Crown Valley Brewing & Distilling Co.",19832,"[""Barnwood Blonde Ale"",""Black Cabin Smoked Ale"",""Raspberry Wheat Beer"",""Worktruck Wheat"",""Wooden Nickel India Pale Ale"",""Horseshoe Pale Ale"",""Big Bison Ale"",""Antique Amber Lager"",""Old School Pilsener"",""Plowboy Porter""]","[""49746"",""63696"",""50381"",""49933"",""64489"",""49721"",""49720"",""49784"",""49258"",""50402""]",10,3.64705882352941,3.50882352941176,3.65882352941176,3.56764705882353,3.49117647058824,170
"Cucapá Brewing Company",10541,"[""Cucapá Obscura"",""Cucapá Lowrider Ale"",""Cucapá Clásica"",""Cucapá Runaway"",""Cucapá Honey"",""Cucapá Chupacabras Pale Ale"",""Cucapá Barleywine"",""Cucapá La Migra Imperial Stout""]","[""36269"",""63894"",""30618"",""60555"",""36270"",""41778"",""34982"",""40595""]",8,3.54948805460751,3.5221843003413,3.7457337883959,3.55119453924915,3.53071672354949,293
"Cumberland Brews",9529,"[""Nut Brown"",""Pale Ale"",""Matt's Red"",""11th Anniversary Double IPA"",""Belgian Dubbel"",""Amarillo IPA"",""Nitro Porter"",""Stout"",""Cream Ale"",""Dortmunder"",""Summer Wheat""]","[""17302"",""17300"",""17303"",""68163"",""47473"",""67453"",""17299"",""21320"",""17301"",""42036"",""25847""]",11,3.98630136986301,3.5958904109589,3.85616438356164,3.89041095890411,3.93835616438356,73
"D.L. Geary Brewing Company",62,"[""Geary's Wee Heavy Scottish Ale"",""Geary's Pale Ale"",""Geary's London Style Porter"",""Geary's Summer Ale"",""Geary's Hampshire Special Ale"",""Geary's Autumn Ale"",""20th Anniversary  Wee Heavy"",""Anniversary Ale"",""Geary's IPA"",""Geary's American Ale"",""Geary's Winter Ale"",""Geary's Imperial IPA""]","[""46261"",""192"",""193"",""1136"",""1630"",""12086"",""27609"",""33825"",""67092"",""2475"",""14050"",""30021""]",12,3.83974358974359,3.66185897435897,3.7724358974359,3.72516025641026,3.78886217948718,1248
"Daleside Brewery",2449,"[""Morocco Ale"",""Ripon Jewel Ale"",""Yorkshire Bitter"",""Chocolate Stout"",""Monkey Wrench Strong Ale"",""Old Leg Over""]","[""7226"",""9271"",""32876"",""36221"",""9272"",""6201""]",6,3.77956989247312,3.59408602150538,3.75806451612903,3.61559139784946,3.72311827956989,186
"Dalgety Brewing Company",20534,"[""Smoked Porter"",""Pale Ale"",""Golden Ale"",""Red Ale"",""Blonde Ale"",""Strong Ale""]","[""59400"",""50997"",""51009"",""50977"",""51143"",""51077""]",6,3.42857142857143,3.21428571428571,3.35714285714286,3.42857142857143,3.21428571428571,7
"Damm S. A.",4949,"[""Estrella Damm"",""Estrella Damm Daura"",""Estrella Damm Inedit"",""Damm Barcelona"",""Estrella Damm 4.6%"",""Xibeca"",""Voll Damm"",""Bock Damm"",""A.K. Damm""]","[""14687"",""61410"",""52429"",""26364"",""60449"",""31801"",""10522"",""26726"",""27843""]",9,3.29156626506024,3.03975903614458,3.38433734939759,3.20120481927711,3.11084337349398,415
"Daniel Thwaites Brewery PLC",8546,"[""Lancaster Bomber"",""Double Century"",""Good Elf"",""Nutty Black"",""Strong Brown Ale"",""Thoroughbred"",""Flying Shuttle"",""Old Dan"",""Thoroughbred Gold"",""Very Nutty Black"",""Wainwright"",""Dark Mild"",""Liberation Premium Ale""]","[""15057"",""37401"",""15055"",""15054"",""23748"",""20847"",""39617"",""71391"",""53596"",""56899"",""43752"",""67122"",""28857""]",13,3.6875,3.453125,3.73125,3.54375,3.53125,160
"Dark Horse Brewing Company",1471,"[""Dark Horse Crooked Tree IPA"",""Dark Horse Bourbon Barrel Aged Plead The 5th"",""Dark Horse One Oatmeal Stout Ale"",""Dark Horse Reserve Special Black Bier Ale"",""Dark Horse Amber Ale"",""Dark Horse Tres Blueberry Stout"",""Dark Horse Too Cream Stout"",""Dark Horse Rod"",""Lambeak Wants Raspberry"",""Dark Horse Super Juice"",""Raspberry Icee Black"",""Sahti"",""Dark Horse Whiskey Richard Lambeak"",""Dark Horse Raspberry Ale"",""Aigre (Sour) Plead The 5th"",""Dark Horse Boffo Brown Ale"",""Plead The 5th Imperial Stout"",""Dark Horse Sapient Wheat Ale"",""Plead The Option"",""Dark Horse 4 Elf"",""Dark Horse Fore Smoked Stout"",""Dark Horse Scotty Karate Scotch Ale"",""Dark Horse Lambeak Wants Peachy"",""Dark Horse Smells Like Weed IPA"",""Three Guy Off The Scale Barley Wine"",""Belgian IPA"",""Dark Corner (Black Cap)"",""Dark Horse Sapient Trip Ale"",""Dark Horse Octoberfest"",""Dark Horse Double Crooked Tree IPA"",""Dark Horse Perkulator Coffee Dopplebock"",""Dark Horse Thirsty Trout Porter""]","[""5385"",""60426"",""5490"",""3877"",""5387"",""6227"",""6903"",""42922"",""67335"",""64980"",""66996"",""69200"",""62518"",""11947"",""64854"",""8848"",""45073"",""5386"",""73637"",""14440"",""7697"",""28039"",""67080"",""51287"",""47506"",""59066"",""37486"",""17207"",""5947"",""22381"",""39129"",""8532""]",32,3.9022770398482,3.9453165430395,3.89468690702087,3.8901155770226,3.96998447472831,5797
"Dark Isle Brewery",9135,"[""Red Ale"",""Black Lager"",""Strong Brown Ale"",""Barilla Bay Oyster Stout"",""Wheat Beer"",""India Pale Ale"",""Pale Ale""]","[""16564"",""23969"",""17029"",""22401"",""18438"",""16209"",""21868""]",7,2.76190476190476,3,3.30952380952381,2.64285714285714,2.71428571428571,21
"Dark Star Brewing Company Limited",7898,"[""Dark Star Best Bitter"",""Dark Star Sunburst"",""Critical Mass"",""American Pale Ale"",""Imperial Stout"",""Dark Star"",""Golden Gate"",""Breakfast Stout"",""Oktoberfest"",""Summer Solstice"",""ESPRESSO Superior Coffee Beer"",""Porter"",""Oatmeal Stout"",""Double Chocolate Stout"",""HopHead"",""Espresso Stout"",""Over The Moon"",""English Pale Ale""]","[""19824"",""19825"",""14706"",""16931"",""27826"",""16397"",""16878"",""29258"",""74864"",""24379"",""51339"",""16872"",""30096"",""32968"",""14297"",""16398"",""33098"",""36603""]",18,3.95535714285714,3.81547619047619,3.85119047619048,3.76190476190476,3.91666666666667,168
"Das Bierhaus",15522,"[""Altbier"",""Maerzen"",""Pilsner"",""Hefeweizen"",""Rauchbier"",""Schwarzbier"",""Lager""]","[""47755"",""37661"",""37659"",""37660"",""40606"",""49836"",""55823""]",7,3.65,3.35,3.5,3.8,3.75,10
"Davidson Brothers Restaurant & Brewery",1646,"[""Scotch Ale"",""Oatmeal Stout"",""Magnum IPA"",""Brown Ale"",""India Pale Ale"",""Ctrl-Alt-Del"",""Amber Ale"",""Summer Wheat"",""Dacker Authentic Adirondack Ale"",""Golden Ale"",""Black IPA"",""Tripel"",""ESB"",""Irish Red"",""Sagamore Ale"",""Coffee Stout"",""Smoked Porter"",""Anniversary Ale""]","[""7029"",""8122"",""74489"",""8833"",""5451"",""38734"",""8831"",""18964"",""34994"",""8834"",""69409"",""47150"",""68164"",""8832"",""14018"",""55354"",""6878"",""74490""]",18,3.75328947368421,3.52960526315789,3.75328947368421,3.5625,3.61513157894737,152
"DC Brau Brewing Co.",25327,"[""The Corruption"",""The Public Ale"",""Penn Quarter Porter"",""Fermentation Without Representation"",""Natas"",""Atlas Festbier Spezial"",""The Citizen"",""El Hefe Speaks""]","[""69290"",""68154"",""68978"",""75026"",""75485"",""73004"",""70998"",""72506""]",8,3.95955882352941,3.87867647058824,4.04044117647059,3.95220588235294,3.91544117647059,136
"De Leyerth Brouwerijen (Urthel)",1339,"[""Urthel Hibernus Quentum"",""Urthel Samaranth"",""Urthel Vlaemse Bock"",""Urthel Hop-It"",""Urthel Parlus Magnificum"",""Urthel Saisonnière"",""Urthel Tonicum Finiboldhus"",""Urthel Nouicius Vertus""]","[""3646"",""15274"",""27186"",""26159"",""42507"",""56428"",""3882"",""7147""]",8,3.94822373393802,3.9172335600907,4.08201058201058,3.95502645502645,4.00415721844293,1323
"De Proefbrouwerij (bvba Andelot)",3521,"[""De Proef Signature Les Deux Brasseurs Ale (w/Jason Perkins)"",""De Proef Flemish Primitive Wild Ale (Pinhead)"",""Andelot Cuvee Angelique"",""IJsbok (for SNAB)"",""Witte Noire"",""Bottleworks Van Den Vern Grand Cru"",""De Proef Flemish Primitive Wild Ale (Rat Rider)"",""Broederlijke Liefde (w/ Brian O'Reilly)"",""Patrasche"",""Draeckenier"",""Beersel Tarwebier (for Drie Fonteinen)"",""Braven Apostel Tripel"",""Reinaert Flemish Amber Ale"",""Bottleworks Bangelijk Blonde"",""Reinaert Flemish Wild Ale"",""Czaar Peter"",""De Proef Reserve Signature Ale (w/ Tomme Arthur)"",""Andelot Cuvee Diabolique"",""Captain Cooker Manuka Beer"",""Lozen Boer"",""Bloemenbier"",""Nello's Blond"",""Gandavum Dry Hopping"",""Lousberg"",""De Proef Flemish Primitive Wild Ale - 2008 Special Vintage Reserve"",""Andelot Cuvee Mystique"",""Monstre Rouge"",""De Proef Flemish Primitive Wild Ale (Surly Bird)"",""Saison Imperiale - Belgian Farmhouse Ale"",""To Øl Snowball Saison Ale"",""Reinaert Tripel"",""Zoetzuur Flemish Ale"",""K-O Blond Beer"",""Vicaris Kerst"",""Iki Beer"",""De Proef Flemish Primitive Wild Ale (Demon Fish)"",""De Proef Flemish Primitive Wild Ale (Spoon Whacker)"",""Van Twee (w/ John Mallett)"",""L'Ange Tombé"",""Bottleworks Tripel Krullekop"",""Reinaert Grand Cru"",""Andelot Cuvee Euphorique"",""Boerken (For Den Ouden Advocaat)"",""Boerinneken"",""Andelot Cuvee Lunatique"",""Maelstrom ( For SNAB)"",""De Proef Flemish Primitive Wild Ale (Pig Nun)"",""La Grande Blanche"",""Zeppelin (for Den Ouden Advokaat, St.Pauwels)""]","[""44743"",""20679"",""19257"",""24219"",""54587"",""8445"",""20681"",""69911"",""34043"",""66490"",""12741"",""27119"",""9673"",""21814"",""9630"",""13467"",""37907"",""19324"",""37455"",""26511"",""21532"",""33956"",""32859"",""37552"",""56527"",""24966"",""59673"",""20678"",""30286"",""75614"",""13685"",""20750"",""19401"",""55249"",""36678"",""20680"",""20676"",""51550"",""51627"",""8447"",""12062"",""25356"",""26958"",""26005"",""37446"",""21490"",""20677"",""37850"",""13671""]",49,3.86402939904885,3.95676610462603,4.03847816688284,3.87073065283182,3.89321227842629,2313
"De Struise Brouwers",15237,"[""Aardmonnik - Earthmonk"",""Outblack"",""Struise Mikkeller (Elliot Brew)"",""Black Albert"",""Struise Rosse"",""St. Amatus 12"",""Ignis Et Flamma"",""Struiselensis"",""Black Damnation V - Double Black"",""Cuvee Delphine"",""Dirty Horse"",""Black Damnation III - Black Mes"",""Den Grooten Tocht"",""Black Damnation II - Mocha Bomb"",""Black Damnation"",""Svea IPA"",""Pannepot"",""Struise Tsjeeses"",""Struise Alvinne Keralensis"",""Schommelpeird"",""Pannepot Wild"",""Pannepøt - Old Monk's Ale"",""Pannepot Grand Reserva"",""Pannepot Reserva"",""Aardmoker - Earthmallet"",""Black Damnation VI - Messy"",""Shark Pants"",""Red Haired Jeanne (Roste Jeanne)"",""Struise Kloeke Blonde"",""Struise Witte"",""Black Jack"",""Struise Tsjeeses Reserva"",""Black Damnation IV - Coffee Club"",""Doppel Strauss""]","[""34311"",""66572"",""39379"",""38334"",""34307"",""58905"",""62070"",""41010"",""56776"",""47100"",""44910"",""56774"",""52576"",""55554"",""48405"",""66623"",""34306"",""34310"",""48352"",""48356"",""56780"",""36198"",""41690"",""34312"",""59378"",""70633"",""73488"",""58119"",""34309"",""34308"",""45066"",""46850"",""56775"",""53874""]",34,4.12991408487373,4.12028117677688,4.1733923457433,4.14397292371778,4.20932048945587,3841
"Dead Frog Brewing",14598,"[""Citra IPA"",""Toasted Coconut Wit"",""Christmas Beeracle"",""Honey Brown"",""Chocolate Mint Brown Ale"",""Lager"",""Pale Ale"",""Nut Brown Ale""]","[""65770"",""71985"",""63861"",""50064"",""65680"",""47664"",""37938"",""32713""]",8,3.52941176470588,3.5,3.44117647058824,3.42647058823529,3.49264705882353,68
"Denver Chop House & Brewery",988,"[""Dark Munich Lager"",""Pale Ale"",""Dortmunder"",""Pilsner"",""Honey Wheat"",""Wild Turkey Barrel Conditioned Stout"",""Red Ale"",""Witbier""]","[""49444"",""47866"",""36840"",""60383"",""22526"",""5759"",""49818"",""49445""]",8,3.53125,3.375,3.421875,3.46875,3.4375,32
"Depot Street Brewing",10202,"[""Southbound Scottish Ale"",""Roundabout Stout"",""Harvest Ale"",""Loose Caboose Lager"",""Ride The Rails Ale""]","[""20343"",""26355"",""61999"",""33281"",""20069""]",5,3.35365853658537,3.30487804878049,3.59756097560976,3.26829268292683,3.3780487804878,41
"Der HirschBrau/Privatbrauerei Höss",620,"[""Hirsch Bavarian-Weissbier Hefeweisse"",""Weisser Hirsch Allgäuer Weizen"",""Allgäuer Ökobier"",""Hirschbrau Heller Bock"",""Doppel-Hirsch"",""Neuschwansteiner Das Echte"",""Holzar-Bier"",""Dunkler Hirsch Allgäuer Weizen"",""Neuschwansteiner Weihnachts-Bier"",""Neuschwansteiner""]","[""8784"",""3181"",""13723"",""23642"",""1661"",""64660"",""3182"",""17713"",""21143"",""3183""]",10,3.76944444444444,3.62407407407407,3.60092592592593,3.61388888888889,3.69444444444444,540
"Deschutes Brewery",63,"[""Black Butte XX"",""Obsidian Stout"",""Miss Spelt"",""The Abyss"",""19th Anniversary Belgian Style Golden Ale"",""Cinder Cone Red"",""Buzzsaw Brown"",""Black Butte XXII"",""Mirror Mirror"",""Jubel 2000 (Millennium Ale)"",""Double Bale Quail Imperial IPA 2002"",""Bond Street Brown"",""Cascade Ale"",""Black Butte Porter"",""Hop Henge India Pale Ale"",""Oktoberfest"",""Mirror Pond Pale Ale"",""Inversion IPA"",""Red Chair NWPA"",""Hop In The Dark Cascadian Dark Ale"",""BenderWeisse"",""Red Chair IPA"",""Jubel 2010 (Once A Decade Ale)"",""Black Butte XXI"",""Broken Top Bock"",""Twilight Ale"",""18th Anniversary Pilsner"",""Black Butte XXIII"",""Streaking The Quad"",""Saison De La Bond"",""Chainbreaker White IPA"",""Armory XPA"",""Jubelale"",""Hop Henge Experimental IPA"",""Pine Mountain Pils"",""Super Jubel"",""Fresh Squeezed IPA"",""Bond Street Bachelor Bitter"",""Quail Springs IPA"",""The Dissident"",""Conflux No. 2"",""D Straat Dubbel"",""20th Anniversary Wit"",""The Stoic"",""Bachelor ESB"",""Fresh Hop Mirror Pond"",""Green Lakes Organic Ale"",""Hop Trip (Bond Street Series)"",""Galaxy IPA""]","[""42836"",""197"",""50478"",""34420"",""37263"",""6502"",""29767"",""59299"",""49472"",""27417"",""7564"",""20288"",""194"",""198"",""28024"",""20289"",""195"",""29209"",""55564"",""58695"",""60184"",""48098"",""55692"",""50846"",""2552"",""17984"",""31477"",""70102"",""54174"",""43875"",""68942"",""59921"",""2178"",""47434"",""1028"",""41103"",""60330"",""23263"",""2551"",""44409"",""71419"",""43884"",""43397"",""71654"",""196"",""45552"",""40291"",""26395"",""73292""]",49,4.13691692993867,4.02908381341758,4.12548782754135,4.04385801895558,4.13120237874001,10762
"Deschutes Brewery & Public House",9095,"[""Hop Trip Harvest Ale (Fresh Hop Ale)"",""Hefeweizen"",""Armory XPA"",""Saison"",""Crystal Weiss"",""Fresh Squeezed IPA"",""Red Chair NWPA"",""Red Dawn"",""Streaking The Quad""]","[""26114"",""67892"",""42716"",""42846"",""53672"",""55132"",""68790"",""72367"",""50304""]",9,3.94366197183099,3.80985915492958,3.87323943661972,3.78169014084507,3.88028169014085,71
"Desert Edge Brewery",1413,"[""Pub Pils"",""Latter Days Stout"",""Munich Lager"",""Nut Brown Ale"",""Utah Pale Ale"",""Amber Ale""]","[""3806"",""3804"",""20859"",""29697"",""3810"",""5658""]",6,3.39189189189189,3.60810810810811,3.24324324324324,3.36486486486486,3.48648648648649,37
"Desnoes & Geddes Limited",221,"[""Red Stripe Jamaican Lager"",""Red Stripe Light"",""Dragon Stout"",""Jamaica Stout"",""Guinness Foreign Extra Stout (Jamaica)""]","[""689"",""17627"",""747"",""18291"",""36204""]",5,3.35278969957082,2.87424892703863,3.12618025751073,3.0862660944206,3.11201716738197,1165
"Destihl Restaurant & Brew Works",16389,"[""Redbird Ale"",""Baldock Rye IPA"",""Roggenbier"",""Nit Wit"",""Belgian Pale Ale"",""St. Dekkera Reserve: Forsaken Barrel Lambic"",""Amarillo Pale Ale"",""Dampfbier"",""Tripel"",""Strawberry Blonde Ale"",""Christmas Ale""]","[""42016"",""41971"",""42169"",""43849"",""70799"",""74439"",""61649"",""44680"",""70801"",""42889"",""76600""]",11,3.96153846153846,3.71153846153846,3.78846153846154,3.92307692307692,3.78846153846154,26
"Destiny Brewing Company",11715,"[""Holiday Ale"",""Pumpkin Ale"",""Dry Stout"",""Wheat Ale"",""Pale Ale"",""Sweet Stout"",""IPA""]","[""27666"",""26817"",""26133"",""26418"",""26420"",""27799"",""26132""]",7,3.81818181818182,3.40909090909091,3.81818181818182,3.72727272727273,3.81818181818182,11
"Devils Backbone Brewing Company",18539,"[""Vienna Lager"",""Summer Haze"",""Four Point Pale Ale"",""Azrael"",""Belgian Witbier"",""Eight Point IPA"",""Dark Abbey"",""Maibock"",""Belgian Congo Pale Ale"",""Gold Leaf Lager""]","[""46793"",""50947"",""49399"",""50576"",""49225"",""46157"",""53012"",""49400"",""49227"",""46792""]",10,4.04166666666667,3.86666666666667,3.91666666666667,3.98333333333333,3.94166666666667,60
"Diamond Bear Brewing Company",414,"[""Rocktoberfest"",""Pale Ale"",""Paradise Porter"",""Ultra Blonde"",""Honey Weiss"",""American Brown Ale"",""Irish Red"",""Presidential IPA"",""Two Term Double IPA"",""Southern Blonde"",""Munich Lager""]","[""29555"",""1216"",""48616"",""17721"",""29554"",""1215"",""14482"",""27168"",""54552"",""3550"",""1214""]",11,3.68864468864469,3.43406593406593,3.76373626373626,3.54578754578755,3.53663003663004,273
"Diamond Knot Brewery",1590,"[""Diamond Knot ESB"",""Industrial IPA"",""Diamond Knot India Pale Ale"",""Possession Porter"",""Diamond Knot Ho! Ho! Winter Ale"",""Diamond Knot Brown Ale"",""Diamond Knot Vienna Style Ale"",""Whip Ale"",""Slane's Irish Ale"",""Summer Blonde""]","[""12267"",""5527"",""5519"",""5520"",""27713"",""5522"",""62333"",""60319"",""5525"",""49703""]",10,3.78455284552846,3.70731707317073,3.83739837398374,3.76219512195122,3.75406504065041,246
"Dick's Brewing Company",1345,"[""Dick's IPA"",""Dicks Pale Ale"",""Lava Rock Porter"",""Dick Danger Ale"",""Dick's Barley Wine"",""Best Bitter"",""Mountain Ale"",""Imperial Stout"",""Smoked Porter"",""Dick's Double Danger (Dedication Series)"",""Bavarian Style Hefeweizen"",""Dick's Imperial IPA (Dedication Series)"",""Grand Cru"",""Double Diamond Winter Ale"",""Belgian-Style Tripel"",""Dick's Bottleworks IPA"",""Cream Stout"",""Irish Style Ale"",""Rye Ale"",""Working Man's Brown Ale"",""Dick's Silk Lady"",""Dick's Belgian Double"",""Golden Ale"",""Imperial Red""]","[""14783"",""7483"",""12661"",""3648"",""9562"",""12660"",""9183"",""5711"",""7072"",""56630"",""17133"",""56628"",""10273"",""14062"",""5710"",""54855"",""3647"",""12659"",""12832"",""15268"",""10441"",""8835"",""56626"",""56632""]",24,3.67342342342342,3.6021021021021,3.74024024024024,3.62312312312312,3.6509009009009,666
"Dillon Dam Brewery",907,"[""Sweet George's Brown"",""Extra Pale Ale"",""Dam Straight Lager"",""Raspberry Ale"",""McLuhr's Irish Stout"",""Paradise Pilsner"",""Hefe Weizen"",""Raspberry Porter"",""Chili Beer""]","[""18363"",""2896"",""3592"",""27878"",""25286"",""25285"",""25287"",""35463"",""27877""]",9,3.93589743589744,3.77564102564103,3.69871794871795,3.65384615384615,3.8525641025641,78
