"beer_name","beer_id","brewery_name","brewery_id","beer_style","beer_abv","mean_overall","mean_aroma","mean_appearance","mean_palate","mean_taste","n_reviews","beer_tag"
"Bière Du Boucanier Dark",19363,"Brouwerij Van Steenberge N.V.",48,"Belgian Strong Dark Ale",9,3.75980392156863,3.75,4.09313725490196,3.75980392156863,3.87254901960784,102,"Belgian"
"Bière Du Boucanier Golden",7975,"Brouwerij Van Steenberge N.V.",48,"Belgian Strong Pale Ale",11,3.71348314606742,3.89606741573034,3.98314606741573,3.87640449438202,3.9438202247191,178,"Belgian"
"Bière Du Boucanier Red",20237,"Brouwerij Van Steenberge N.V.",48,"Belgian Pale Ale",7,3.8125,3.70673076923077,3.78365384615385,3.74038461538462,3.87980769230769,104,"Belgian"
"Bière Du Corsaire Cuvée Spéciale",10231,"Brouwerij Huyghe",180,"Belgian Strong Pale Ale",9.4,2.44444444444444,2.83333333333333,2.88888888888889,2.61111111111111,2.77777777777778,9,"Belgian"
"Bière Du Démon",2525,"Les Brasseurs de Gayant",813,"Belgian Strong Pale Ale",12,1.71666666666667,2.16666666666667,2.58333333333333,2,1.86666666666667,30,"Belgian"
"Bière Du Désert",7191,"Les Brasseurs de Gayant",813,"Euro Pale Lager",7.5,2.75,2.5,2.83333333333333,2.75,2.83333333333333,6,"Lager"
"Bière Nouvelle",7491,"Brasserie De Saint-Sylvestre",260,"Bière de Garde",8,3.84782608695652,3.65217391304348,4.19565217391304,3.67391304347826,3.76086956521739,23,"Other"
"Bièropholie - Un Gros Merci!",53782,"Brasseurs Illimités",21006,"American Pale Ale (APA)",6.1,3.55,3.4,4.1,3.6,3.6,10,"Pale Ale"
"BiBerry Ale",52438,"Philadelphia Brewing Company",16206,"Fruit / Vegetable Beer",4.5,4.08333333333333,3.91666666666667,3.83333333333333,3.66666666666667,4.16666666666667,6,"Other"
"Bibock",21646,"Birrificio Italiano",2304,"Bock",6.2,4.25,3.83333333333333,4.25,3.91666666666667,4.25,6,"Other"
"Bieken",7288,"Huisbrouwerij Boelens",660,"Belgian Strong Pale Ale",8.5,3.51351351351351,3.56756756756757,3.66216216216216,3.5,3.54054054054054,37,"Belgian"
"Biere A L'epinette",34803,"Brasserie Saint Antoine Abbé",2825,"Belgian Pale Ale",5,2.4,3.1,3.3,2.8,3.2,5,"Belgian"
"Biere D'Abbaye De Shed",26363,"The Shed Restaurant & Brewery",1608,"Belgian Strong Dark Ale",8,4.2,3.9,4.2,4.1,4.2,5,"Belgian"
"Biere D'Art",5549,"Heavyweight Brewing Co.",393,"Bière de Garde",7.8,3.86184210526316,3.92763157894737,4.01973684210526,3.96052631578947,3.96710526315789,76,"Other"
"Biere De Garde",509,"Cambridge Brewing Company",14,"Bière de Garde",8,3.87698412698413,3.80952380952381,4.05555555555556,3.80555555555556,3.84920634920635,126,"Other"
"Biere De Goord",62024,"Jolly Pumpkin Artisan Ales",9897,"Saison / Farmhouse Ale",7,4.02083333333333,4.25,4.10416666666667,4.02083333333333,4.14583333333333,24,"Other"
"Biere De Mars",36714,"Bullfrog Brewery",1114,"Bière de Garde",NA,3.375,3.5625,3.8125,3.6875,3.625,8,"Other"
"Biere De Miel",31912,"Cambridge Brewing Company",14,"Belgian Strong Pale Ale",8.5,3.76470588235294,3.85294117647059,3.67647058823529,3.97058823529412,3.79411764705882,17,"Belgian"
"Biere De Noel",33134,"Micro-Brasserie Breughel",1869,"Belgian Strong Dark Ale",11,3.69117647058824,3.70588235294118,3.80882352941176,3.58823529411765,3.76470588235294,34,"Belgian"
"Biere Noir",47400,"Iron Hill Brewery & Restaurant",6045,"Belgian Dark Ale",6.5,3.6,3.9,3.8,3.5,3.8,5,"Belgian"
"Bierre Blanche Du Fort",24812,"Coopersmith's Pub & Brewing",3174,"Witbier",4.7,2.9,3.1,3,3.6,2.8,5,"Other"
"BiFrost",14383,"Elysian Brewing Company",700,"Winter Warmer",7.6,3.82971014492754,3.66304347826087,3.96014492753623,3.81884057971015,3.81159420289855,138,"Other"
"Big Apple IPA",73533,"Cigar City Brewing",17981,"American IPA",7,4.06666666666667,3.86666666666667,3.83333333333333,3.83333333333333,4.03333333333333,15,"IPA"
"Big Bad",29007,"Mikkeller ApS",13307,"American Barleywine",11,4.0625,4,4.0625,4.0625,4.25,8,"Other"
"Big Bad Baptist",73618,"Epic Brewing Co.",22893,"American Double / Imperial Stout",11.7,3.99,4.06,4.07,3.91,3.98,50,"Stout"
"Big Bad Dog",21012,"Blue Cat Brew Pub",4237,"Old Ale",6.5,3.65,3.3,3.9,3.75,3.65,10,"Other"
"Big Ballard",57799,"Redhook Ale Brewery",18134,"American Double / Imperial IPA",8.6,3.65178571428571,3.45535714285714,3.78571428571429,3.59821428571429,3.59821428571429,56,"IPA"
"Big Barrel Double IPA",54120,"Karl Strauss Brewing Company",4146,"American Double / Imperial IPA",9,4.24,4.14666666666667,4.26,4.14,4.2,75,"IPA"
"Big Bear Black Stout",1658,"Bear Republic Brewing Co.",610,"American Double / Imperial Stout",8.1,4.18245264207378,4.06779661016949,4.25174476570289,4.07377866400798,4.18843469591226,1003,"Stout"
"Big Bear Malt Liquor",3962,"Pabst Brewing Company",447,"American Malt Liquor",7.5,2.92857142857143,2.07142857142857,2.71428571428571,2.64285714285714,2.52380952380952,21,"Other"
"Big Beef Oatmeal Stout",24095,"Hood Canal Brewing",1385,"Oatmeal Stout",5,2.16666666666667,2.41666666666667,2.16666666666667,2.25,2.08333333333333,6,"Stout"
"Big Ben Brown Ale",13989,"Bull & Bush Pub & Brewery",2695,"English Brown Ale",NA,3.8,3.85,3.95,3.85,3.85,10,"Other"
"Big Ben Double IPA",56332,"Minneapolis Town Hall Brewery",1177,"American Double / Imperial IPA",8.9,4.21428571428571,4.07142857142857,4.5,4.14285714285714,4.28571428571429,7,"IPA"
"Big Ben Nut Brown",18360,"Barley and Hops Grill & Microbrewery",8776,"English Brown Ale",NA,3.375,3.25,3.4375,3.375,3.125,8,"Other"
"Big Billy's Bock",27027,"John Harvard's Brewery & Ale House",1548,"Bock",6.9,4.08333333333333,3.91666666666667,4,4,4,6,"Other"
"Big Bison Ale",49720,"Crown Valley Brewing & Distilling Co.",19832,"Dubbel",7.2,3.83333333333333,3.7,3.75,3.61666666666667,3.71666666666667,30,"Belgian"
"Big Black Mariah",34585,"Piece Brewery & Pizzeria",1151,"American Porter",7.5,4,3.73076923076923,4.03846153846154,4.11538461538461,4.15384615384615,13,"Porter"
"Big Black Pumpkin",45846,"Flossmoor Station Restaurant & Brewery",612,"Pumpkin Ale",8,4.30555555555556,4.44444444444444,4,4.11111111111111,4.33333333333333,18,"Other"
"Big Black Van",76272,"Three Floyds Brewing Co. & Brewpub",26,"American Black Ale",7.5,4,4.1875,4,4.1875,3.9375,8,"Other"
"Big Black Voodoo Daddy",31548,"Voodoo Brewing Company",13371,"American Double / Imperial Stout",12.5,4.13198757763975,4.19875776397516,4.21894409937888,4.05434782608696,4.27329192546584,322,"Stout"
"Big Blonde HefeWeizen",4190,"Five Seasons Prado",1032,"Hefeweizen",NA,3.92857142857143,3.85714285714286,3.5,3.85714285714286,3.92857142857143,7,"Wheat Beer"
"Big Boat Oatmeal Stout",9890,"Fitger's Brewhouse",1169,"Oatmeal Stout",6.6,4.11666666666667,3.95,4.11666666666667,4.11666666666667,4.16666666666667,30,"Stout"
"Big Boris Barleywine",34563,"Lafayette Brewing Co.",2493,"American Barleywine",9,3.8,3.4,4.1,3.8,3.4,5,"Other"
"Big Bourbon Series 3 Sum Double IPA",58622,"Shoreline Brewery And Restaurant",11984,"American Double / Imperial IPA",9,4.3,4.4,4.1,4,4.3,5,"IPA"
"Big Bourbon Series Big Bella Scotch Ale",52335,"Shoreline Brewery And Restaurant",11984,"Scotch Ale / Wee Heavy",11,3.9,4.05,3.6,3.45,3.95,10,"Other"
"Big Bourbon Series Discombobulation Celebration Ale",51948,"Shoreline Brewery And Restaurant",11984,"American Barleywine",13,3.88235294117647,4.02941176470588,3.79411764705882,3.94117647058824,3.91176470588235,17,"Other"
"Big Bourbon Series Lost Sailor Imperial Stout",51990,"Shoreline Brewery And Restaurant",11984,"American Double / Imperial Stout",12,3.75806451612903,4.01612903225806,3.7258064516129,3.51612903225806,4.06451612903226,31,"Stout"
"Big Bourbon Series Smokestack Porter",58506,"Shoreline Brewery And Restaurant",11984,"American Porter",6.2,3.41666666666667,3.58333333333333,3.5,2.75,3.5,6,"Porter"
"Big Buck Scotch Ale",31583,"Uncle Buck's Brewery & Steakhouse",758,"Scotch Ale / Wee Heavy",NA,3.4,3.3,3.6,3.6,3.5,5,"Other"
"Big Bulge Saison",64313,"Brewsters Brewing Company & Restaurant - Oliver Square",3956,"Saison / Farmhouse Ale",5.2,3.78571428571429,3.64285714285714,3.35714285714286,3.57142857142857,3.71428571428571,7,"Other"
"Big Butt",53112,"C'est What?",1052,"Smoked Beer",5.1,3.77777777777778,3.83333333333333,3.88888888888889,3.83333333333333,3.83333333333333,9,"Other"
"Big City Ice",41957,"City Brewing Company, LLC",782,"American Adjunct Lager",5.9,2.7,2.5,2.7,2.9,2.7,5,"Lager"
"Big City Lager",33943,"City Brewing Company, LLC",782,"American Adjunct Lager",NA,2.33333333333333,1.5,2.58333333333333,2.33333333333333,2.08333333333333,6,"Lager"
"Big Cock IPA",74423,"Great River Brewery",23052,"American IPA",7,3.29166666666667,3.25,4.125,3.45833333333333,3.25,12,"IPA"
"Big Cypress Brown",17502,"Magnolia Pub & Brewery",463,"English Brown Ale",4,3.66666666666667,3.55555555555556,3.61111111111111,3.44444444444444,3.72222222222222,9,"Other"
"Big Daddy's ESB",3076,"Silver City Brewing Co.",959,"Extra Special / Strong Bitter (ESB)",5.3,3.85,3.75,3.95,3.8,3.75,10,"Other"
"Big Daddy Brown Ale",3324,"Mad Anthony Brewing Company",1162,"English Brown Ale",NA,3.75,3.7,3.7,3.75,3.5,10,"Other"
"Big Daddy IPA",1472,"Speakeasy Ales & Lagers",559,"American IPA",6.5,3.76962025316456,3.78987341772152,3.65316455696203,3.6379746835443,3.68481012658228,395,"IPA"
"Big Dog's Doppel Weizenbock",22155,"Big Dog's Draft House",3098,"Weizenbock",8.5,4.25,4,3.9375,4.125,4.25,8,"Other"
"Big Dog Double IPA",22204,"Minneapolis Town Hall Brewery",1177,"American Double / Imperial IPA",8.2,4.3125,4.5,4.375,4.4375,4.4375,8,"IPA"
"Big Easy Blonde",12801,"Hyde Park Brewing Company",1423,"Munich Helles Lager",4.5,3.33333333333333,3.08333333333333,3.08333333333333,3.16666666666667,3.16666666666667,6,"Lager"
"Big Easy Imperial Maibock",3352,"Lakefront Brewery, Inc.",741,"Maibock / Helles Bock",7.1,3.59615384615385,3.44230769230769,3.53205128205128,3.61538461538462,3.53846153846154,78,"Other"
"Big Eddy Imperial IPA",35806,"Jacob Leinenkugel Brewing Company",710,"American Double / Imperial IPA",8.9,4.30555555555556,4.41666666666667,4.30555555555556,4.13888888888889,4.47222222222222,18,"IPA"
"Big Eddy Russian Imperial Stout",39334,"Jacob Leinenkugel Brewing Company",710,"Russian Imperial Stout",9.5,3.81381381381381,3.83633633633634,4.15915915915916,3.92192192192192,3.86936936936937,333,"Stout"
"Big Eye IPA",709,"Ballast Point Brewing Company",199,"American IPA",7,4.09109042553191,4.08510638297872,4.08776595744681,4.00997340425532,4.0751329787234,752,"IPA"
"Big Fish - Strong American Pale Ale",28739,"BJ's Restaurant & Brewhouse",3042,"American Strong Ale",6.8,4,4,4,3.9,4.2,5,"Other"
"Big Fish Barleywine",14935,"Flying Fish Brewing Company",339,"American Barleywine",10,4.09090909090909,4.18181818181818,4,4.18181818181818,4.34090909090909,22,"Other"
"Big Flats 1901",64297,"World Brews",21092,"American Adjunct Lager",4.5,3,2.46039603960396,2.81683168316832,2.76732673267327,2.5990099009901,101,"Lager"
"Big Flats 1901 Light",70679,"World Brews",21092,"Light Lager",3.9,2.8,2.3,2.9,2.9,2.5,5,"Lager"
"Big Gruesome",68730,"Spring House Brewing Company",16589,"American Double / Imperial Stout",8,4.35185185185185,4.44444444444444,4.14814814814815,4.14814814814815,4.16666666666667,27,"Stout"
"Big H Hefeweizen",62054,"Sun King Brewing Company",20672,"Hefeweizen",5,4.16666666666667,3.75,3.83333333333333,3.75,3.75,6,"Wheat Beer"
"BIG HAPI India Black Ale",47767,"Lawson's Finest Liquids",17980,"American Black Ale",7,3.75,4.05555555555556,4.33333333333333,4.13888888888889,3.88888888888889,18,"Other"
"Big Head San Diego Style Ale",42112,"Bell's Brewery, Inc.",287,"American Double / Imperial IPA",11,4.10126582278481,4.34177215189873,4.34177215189873,4.22784810126582,4.29746835443038,79,"IPA"
"Big Hop Harvest Ale",25924,"East End Brewing Company",10485,"American IPA",7.4,4.16666666666667,4.07575757575758,3.93939393939394,3.95454545454545,4.10606060606061,33,"IPA"
"Big Hop IPA",20952,"East End Brewing Company",10485,"American IPA",5.8,4.1,3.8875,3.89375,3.85625,4.0375,80,"IPA"
"Big Hoppy Monster",4196,"Five Seasons Prado",1032,"American Pale Ale (APA)",NA,3.85714285714286,3.92857142857143,3.85714285714286,3.64285714285714,3.92857142857143,7,"Pale Ale"
"Big Horn Big Red IPA",25863,"C.B. & Potts Restaurant & Brewery",4338,"American IPA",NA,3.61111111111111,3.55555555555556,3.66666666666667,3.41666666666667,3.63888888888889,18,"IPA"
"Big Horn Bitter",18095,"Walnut Brewery",5892,"English Bitter",NA,3.75,3.58333333333333,3.5,3.33333333333333,3.5,6,"Other"
"Big Horn Buttface Amber Ale",25912,"C.B. & Potts Restaurant & Brewery",4338,"American Amber / Red Ale",NA,3.66666666666667,3.33333333333333,3.72222222222222,3.5,3.61111111111111,9,"Other"
"Big Horn Colorado Blonde",25951,"C.B. & Potts Restaurant & Brewery",4338,"American Blonde Ale",NA,3.25,2.58333333333333,3.16666666666667,2.83333333333333,2.83333333333333,6,"Other"
"Big Horn Hefeweizen",7390,"Ram International / Humperdinks Restaurant and Big Horn Brewing",3079,"Hefeweizen",NA,3.7741935483871,3.74193548387097,3.62903225806452,3.67741935483871,3.67741935483871,31,"Wheat Beer"
"Big Horn Texas Blonde",7959,"Ram International / Humperdinks Restaurant and Big Horn Brewing",3079,"American Pale Lager",NA,3.1,2.4,2.8,2.6,2.3,5,"Lager"
"Big Horn Total Disorder Porter",25913,"C.B. & Potts Restaurant & Brewery",4338,"American Porter",NA,3.57142857142857,3.39285714285714,3.57142857142857,3.25,3.28571428571429,14,"Porter"
"Big House Red",7031,"Alcatraz Brewing Co.",1930,"American Amber / Red Ale",5.6,3.5,3.4,3.55,3.45,3.45,10,"Other"
"Big Hugs",54669,"Half Acre Beer Company",18006,"American Double / Imperial Stout",9.5,4.1504854368932,4.07281553398058,4.1747572815534,3.87864077669903,4.16019417475728,103,"Stout"
"Big Jamoke",54944,"Marshall Brewing Company",16878,"American Porter",6.8,4.02127659574468,3.78723404255319,4.03191489361702,3.84042553191489,4.01063829787234,47,"Porter"
"Big John",67156,"Goose Island Beer Co.",1549,"American Double / Imperial Stout",11.5,3.89501779359431,3.855871886121,3.97330960854093,4.04626334519573,3.93772241992883,281,"Stout"
"Big Kahuna Porter  (Coconut Porter)",37647,"Appalachian Brewing Company",18968,"American Porter",NA,3.5625,3.75,3.6875,3.75,3.625,8,"Porter"
"Big Life Amber",15561,"Sleeman Breweries Ltd.",415,"American Amber / Red Ale",NA,3.42307692307692,2.92307692307692,3.73076923076923,3.46153846153846,3.42307692307692,13,"Other"
"Big Life Euro",32650,"Big Rock Brewery",391,"Euro Pale Lager",NA,3.28571428571429,3,3.28571428571429,3.35714285714286,3.35714285714286,7,"Lager"
"Big Man Ale",505,"Cambridge Brewing Company",14,"American IPA",6.8,4.14285714285714,4.04285714285714,3.97142857142857,4.07142857142857,4.12857142857143,35,"IPA"
"Big Matt's ESB",51446,"Five Seasons Westside",20017,"Extra Special / Strong Bitter (ESB)",5,4,3.9,3.7,3.9,3.9,5,"Other"
"Big Meadows Pale Ale",4854,"Shenandoah Brewing Co.",1690,"American Pale Ale (APA)",NA,3.28571428571429,3.07142857142857,3.28571428571429,3.35714285714286,3.07142857142857,7,"Pale Ale"
"Big Nasty Porter",3938,"Richbrau Brewing Company",1473,"American Porter",6,3.96875,3.65625,4.03125,3.84375,3.96875,16,"Porter"
"Big Nose IPA",54965,"Swamp Head Brewery & Tasting Room",21154,"American IPA",7.5,4.08333333333333,3.9375,4.125,4.08333333333333,4.10416666666667,24,"IPA"
"Big O Organic Pale Ale",67400,"Laurelwood Public House & Brewery",16289,"American Pale Ale (APA)",5.1,3.8,3.7,3.8,3.8,3.9,5,"Pale Ale"
"Big Oak",22777,"Red Oak Brewery",2951,"Vienna Lager",7,3.8,3.3,3.5,4,3.9,5,"Lager"
"Big Operator",41008,"Big Boss Brewing",15189,"Belgian Strong Dark Ale",8,3.91666666666667,3.98611111111111,3.97222222222222,3.84722222222222,4.11111111111111,36,"Belgian"
"Big Rapid Imperial Red Ale",65301,"Lumberyard Brewing Company",23675,"American Strong Ale",9.5,4.22727272727273,4.09090909090909,4.22727272727273,4.09090909090909,4.31818181818182,11,"Other"
"Big Red (Imperial Red)",31503,"Southern Tier Brewing Company",3818,"American Amber / Red Ale",9.5,3.89906832298137,3.83540372670807,3.95341614906832,3.92080745341615,3.90993788819876,322,"Other"
"Big Red Ale",7033,"Ram International / Humperdinks Restaurant and Big Horn Brewing",3079,"American IPA",NA,3.71212121212121,3.5,3.65151515151515,3.71212121212121,3.68181818181818,33,"IPA"
"Big Red Coq",66219,"Brewery Vivant",24678,"American Amber / Red Ale",6.5,4.0625,4,4.0625,4,4,8,"Other"
"Big Red IPA",54411,"Ram Restaurant & Brewery",21590,"American IPA",6,3.703125,3.5,3.65625,3.546875,3.59375,32,"IPA"
"Big Red Wibby",47270,"Iron Hill Brewery & Restaurant",6045,"American Amber / Red Ale",8.7,4.16666666666667,4.1,4.2,4.03333333333333,4.13333333333333,15,"Other"
"Big Reg",26108,"Holgate Brewhouse / Keatings Hotel",2563,"Vienna Lager",5,3.3,3.35,3.2,3.2,3.2,10,"Lager"
"Big River Vienna Lager",31967,"Big River Grille & Brewing Works",2617,"Vienna Lager",5.24,3.3125,3.1875,3.5,3.3125,3.25,8,"Lager"
"Big Rock Lime",50830,"Big Rock Brewery",391,"Light Lager",4,2.92307692307692,2.34615384615385,2.65384615384615,2.53846153846154,2.73076923076923,13,"Lager"
"Big Rock Maple Road Farmhouse Ale",47666,"Big Rock Chop & Brewhouse",7848,"Saison / Farmhouse Ale",NA,3.72222222222222,4.11111111111111,4.05555555555556,3.83333333333333,3.88888888888889,9,"Other"
"Big Rock Pale Ale",25680,"Big Rock Brewery",391,"American Pale Ale (APA)",5,3.33333333333333,3.125,3.08333333333333,3.08333333333333,3.125,12,"Pale Ale"
"Big Rock Red Rock Flanders Red",54977,"Big Rock Chop & Brewhouse",7848,"Flanders Red Ale",NA,3.90909090909091,4.09090909090909,3.90909090909091,3.5,4.09090909090909,11,"Other"
"Big Rock Russian Imperial Stout",29597,"Big Rock Chop & Brewhouse",7848,"Russian Imperial Stout",11.5,3.92857142857143,4.21428571428571,3.92857142857143,4.28571428571429,4.21428571428571,7,"Stout"
"Big Rock Saison St. Clair",46617,"Big Rock Chop & Brewhouse",7848,"Saison / Farmhouse Ale",NA,3.85,4.05,3.75,3.65,3.85,10,"Other"
"Big Rye Wibby",68544,"Iron Hill Brewery & Restaurant",6045,"American Amber / Red Ale",7.5,4.22222222222222,4.33333333333333,4.11111111111111,4.05555555555556,4.16666666666667,9,"Other"
"Big Sea",47718,"Free State Brewing Co.",642,"Extra Special / Strong Bitter (ESB)",6,4,3.5,3.9,4,3.5,5,"Other"
"Big Shikes Orange Blossom Imperial Pilsener",69180,"Ska Brewing Co.",923,"American Double / Imperial Pilsner",8.7,3.57142857142857,3.64285714285714,3.64285714285714,3.64285714285714,3.57142857142857,7,"Pilsner"
"Big Shot",27262,"Fort Collins Brewing",6372,"Winter Warmer",6.5,3.46363636363636,3.44545454545455,3.65454545454545,3.54545454545455,3.4,55,"Other"
"Big Shot Espresso Stout (Timberline Series)",27212,"Twisted Pine Brewing Company",23,"American Stout",NA,3.70175438596491,3.87719298245614,3.82456140350877,3.5,3.68421052631579,57,"Stout"
"Big Sky IPA",5554,"Big Sky Brewing Company",751,"American IPA",6.2,3.9934554973822,3.92408376963351,3.98167539267016,3.83115183246073,3.92931937172775,382,"IPA"
"Big Sky Old Blue Hair Bourbon Aged 2006",41636,"Big Sky Brewing Company",751,"American Barleywine",8.75,3.71428571428571,4.21428571428571,3.71428571428571,3.92857142857143,4.07142857142857,7,"Other"
"Big Slick",50892,"Midnight Sun Brewing Co.",385,"American Barleywine",11.9,3.97058823529412,4.01470588235294,4.23529411764706,4.13235294117647,4,34,"Other"
"Big Slick Stout",31266,"Ale Asylum",13837,"American Stout",7,4.20689655172414,3.98275862068966,4.10344827586207,4.29310344827586,4.29310344827586,29,"Stout"
"Big Smoky",60835,"Avery Brewing Company",30,"Rauchbier",9,3.3,3.8,3.9,3.4,3.5,5,"Other"
"Big Sound Scotch Ale",46366,"Cigar City Brewing",17981,"Scotch Ale / Wee Heavy",8.5,4.12,4.06666666666667,4.14666666666667,4.19666666666667,4.19666666666667,150,"Other"
"Big Sound Scotch Ale - Bourbon Barrel Aged",50515,"Cigar City Brewing",17981,"Scotch Ale / Wee Heavy",8.5,4.27777777777778,4.19444444444444,4.02777777777778,4.27777777777778,4.36111111111111,18,"Other"
"Big Sound Scotch Ale - Rum Barrel Aged",74078,"Cigar City Brewing",17981,"Scotch Ale / Wee Heavy",8.5,2.88888888888889,2.94444444444444,3.55555555555556,2.88888888888889,2.72222222222222,9,"Other"
"Big Sound Scotch Ale - Sound Of Big Nuts",60391,"Cigar City Brewing",17981,"Scotch Ale / Wee Heavy",NA,4.15,4.45,3.8,4.1,4.3,10,"Other"
"Big Sound Scotch Ale - Sound Of Big Wood",60392,"Cigar City Brewing",17981,"Scotch Ale / Wee Heavy",NA,3.85,4.15,3.65,3.95,4.15,10,"Other"
"Big Stinky IPA",53583,"Big Boss Brewing",15189,"American IPA",7.5,4.3,4.2,4,4.2,4.3,5,"IPA"
"Big Stone Stout",11696,"Bloomington Brewing Company / Lennie's",1838,"American Stout",6,3.91666666666667,3.79166666666667,4.33333333333333,4.20833333333333,4,12,"Stout"
"Big Swede",3679,"Valkyrie Brewing",683,"Russian Imperial Stout",NA,3.85795454545455,3.875,3.8125,3.92045454545455,3.95454545454545,88,"Stout"
"Big Swell IPA",40628,"Maui Brewing Co.",16057,"American IPA",6.8,4.01114649681529,3.87420382165605,3.92197452229299,3.84713375796178,3.9156050955414,314,"IPA"
"Big Thaw Bock",65958,"Old Dominion Brewing Company",402,"Maibock / Helles Bock",7.5,3.67647058823529,3.47058823529412,3.73529411764706,3.91176470588235,3.67647058823529,17,"Other"
"Big Ticket Double IPA",16613,"Minneapolis Town Hall Brewery",1177,"American Double / Imperial IPA",7.6,4.5,4.25,4.5,4.55,4.45,10,"IPA"
"Big Twitch",48915,"Marshall Wharf Brewing Company / Three Tides Restaurant",16842,"American IPA",8.2,3.83333333333333,3.83333333333333,3.95238095238095,3.78571428571429,3.80952380952381,21,"IPA"
"Big Wally Porter",62642,"Cavalry Brewing",23122,"English Porter",4.8,3.80769230769231,3.65384615384615,3.80769230769231,3.76923076923077,3.88461538461538,13,"Porter"
"Big Wave Golden Ale",22592,"Kona Brewing Co.",579,"American Blonde Ale",NA,3.55,3.34,3.37,3.45,3.44,50,"Other"
"Big Woody Barley Wine",27971,"Glacier Brewhouse",377,"English Barleywine",10.75,4.375,4.34375,4.125,4.3125,4.59375,16,"Other"
"Big Worse",39775,"Mikkeller ApS",13307,"American Barleywine",12,3.60047846889952,3.89473684210526,3.62200956937799,3.688995215311,3.82535885167464,209,"Other"
"Big Worse (Bourbon Edition)",65874,"Mikkeller ApS",13307,"American Barleywine",12,3.61904761904762,3.78571428571429,3.92857142857143,3.71428571428571,3.71428571428571,21,"Other"
"Big Worse (Red Wine Edition)",66176,"Mikkeller ApS",13307,"American Barleywine",12,3.625,4.0625,4.25,3.8125,3.4375,8,"Other"
"Big Worst",56831,"Mikkeller ApS",13307,"American Barleywine",18.5,3.68888888888889,3.82222222222222,3.76666666666667,3.81111111111111,3.81111111111111,45,"Other"
"Big Worst (Bourbon Edition)",67734,"Mikkeller ApS",13307,"American Barleywine",19.2,3.75,3.8125,3.6875,3.8125,3.875,8,"Other"
"Bigger Hop IPA",53660,"East End Brewing Company",10485,"American Double / Imperial IPA",9,3.69047619047619,3.83333333333333,3.83333333333333,3.78571428571429,3.83333333333333,21,"IPA"
"Bighead Nut Brown",14386,"The Grizzly Paw Brewing Company",2587,"English Brown Ale",5,3.41666666666667,3.08333333333333,3.5,3.41666666666667,3.5,6,"Other"
"Bighorn Bitter",11994,"Brewsters Brewing Company & Restaurant - Oliver Square",3956,"English Bitter",NA,3.75,3.25,3.58333333333333,3.5,3.58333333333333,6,"Other"
"Bighorn Nut Brown Ale",17149,"Rock Bottom Restaurant & Brewery",1550,"English Brown Ale",NA,4.14705882352941,3.97058823529412,3.94117647058824,3.94117647058824,4.11764705882353,17,"Other"
"Bike IPA",53345,"Hopworks Urban Brewery",16353,"American IPA",6,3.75,3.83333333333333,3.83333333333333,4.08333333333333,3.75,6,"IPA"
"Biker Brown Ale",57060,"Wilbur Brewing Co.",22320,"American Brown Ale",5,3.81818181818182,3.40909090909091,3.81818181818182,3.45454545454545,3.27272727272727,11,"Other"
"Bikini Blonde Lager",43605,"Maui Brewing Co.",16057,"Munich Helles Lager",4.5,3.93145161290323,3.5241935483871,3.72177419354839,3.62096774193548,3.68951612903226,124,"Lager"
"Bill's Porter",53009,"Berwick Brewing Company",16818,"American Porter",NA,4.5,3.875,4.25,4.0625,4.125,8,"Porter"
"Billtown Blonde",16595,"Bullfrog Brewery",1114,"Kölsch",4.9,3.7,3.3,3.45,3.45,3.55,10,"Other"
"Billy's Chilies Beer (Timberline Series)",28348,"Twisted Pine Brewing Company",23,"Chile Beer",5,3.2093023255814,3.6046511627907,3.32558139534884,3.32558139534884,3.38372093023256,43,"Other"
"Billy's Sunday Best Bitter",58344,"Magnolia Pub & Brewery",463,"English Bitter",4.9,4.42857142857143,3.85714285714286,4.07142857142857,4.14285714285714,4.14285714285714,7,"Other"
"Billy The Mountain",54959,"Upright Brewing Company",19866,"Old Ale",9.1,3.47222222222222,3.72222222222222,3.58333333333333,3.44444444444444,3.55555555555556,18,"Other"
"Binding Lager",6704,"Binding-Brauerei AG",290,"German Pilsener",4.5,3.66666666666667,3.25,3.41666666666667,3.33333333333333,3.33333333333333,6,"Pilsner"
"Binding Römer Pils",27668,"Binding-Brauerei AG",290,"German Pilsener",4.9,3.91666666666667,3.41666666666667,3.91666666666667,3.5,3.66666666666667,6,"Pilsner"
"Bink Bloesem (Bloesembink)",15041,"Brouwerij Kerkom",3313,"Fruit / Vegetable Beer",7.1,3.66666666666667,3.77272727272727,3.84090909090909,3.68181818181818,3.6969696969697,66,"Other"
"Bink Blond",9157,"Brouwerij Kerkom",3313,"Belgian Pale Ale",5.5,3.81645569620253,3.81012658227848,3.83544303797468,3.70886075949367,3.72784810126582,79,"Belgian"
"Bink Bruin",8280,"Brouwerij Kerkom",3313,"Belgian Dark Ale",5.5,3.65079365079365,3.58730158730159,3.65873015873016,3.5,3.55555555555556,63,"Belgian"
"Bink Grand Cru",64710,"Brouwerij Kerkom",3313,"Belgian Strong Dark Ale",13,4.02777777777778,4.02777777777778,3.94444444444444,3.88888888888889,4.19444444444444,18,"Belgian"
