"","brewery_id","brewery_name","review_time","review_overall","review_aroma","review_appearance","beer_style","review_palate","review_taste","beer_name","beer_abv","beer_beerid"
"156",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1281122553,3,3,3,"Euro Pale Lager",2.5,3,"Tyskie Gronie",5.6,5280
"157",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1281042628,3,2.5,3,"Euro Pale Lager",3,3,"Tyskie Gronie",5.6,5280
"158",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1277957086,5,3,4,"Euro Pale Lager",4,4.5,"Tyskie Gronie",5.6,5280
"159",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1272065523,3.5,2.5,3,"Euro Pale Lager",3,3,"Tyskie Gronie",5.6,5280
"160",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1269908754,3,3,4,"Euro Pale Lager",3,3,"Tyskie Gronie",5.6,5280
"161",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1268056776,2,2,2,"Euro Pale Lager",2,2,"Tyskie Gronie",5.6,5280
"162",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1267381618,3.5,3.5,3.5,"Euro Pale Lager",2.5,3,"Tyskie Gronie",5.6,5280
"163",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1247191672,2,2,3,"Euro Pale Lager",2,2,"Tyskie Gronie",5.6,5280
"164",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1265408497,4,2.5,4,"Euro Pale Lager",4,3,"Tyskie Gronie",5.6,5280
"165",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1263615654,4,3,3.5,"Euro Pale Lager",3,2,"Tyskie Gronie",5.6,5280
"166",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1262379462,3.5,3.5,3.5,"Euro Pale Lager",3.5,3,"Tyskie Gronie",5.6,5280
"167",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1260226170,3.5,3,4,"Euro Pale Lager",3.5,3.5,"Tyskie Gronie",5.6,5280
"168",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1259441110,2.5,2,3.5,"Euro Pale Lager",2.5,2,"Tyskie Gronie",5.6,5280
"169",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1259211441,4,3.5,2.5,"Euro Pale Lager",3.5,4,"Tyskie Gronie",5.6,5280
"170",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1258132325,3,2.5,3,"Euro Pale Lager",3,3,"Tyskie Gronie",5.6,5280
"171",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1256754475,2.5,2,4,"Euro Pale Lager",3,2.5,"Tyskie Gronie",5.6,5280
"172",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1255388296,2.5,3,3,"Euro Pale Lager",3,2.5,"Tyskie Gronie",5.6,5280
"173",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1252954947,4.5,3.5,3.5,"Euro Pale Lager",4,3.5,"Tyskie Gronie",5.6,5280
"174",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1252208279,3.5,3,3,"Euro Pale Lager",3,3,"Tyskie Gronie",5.6,5280
"175",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1249686284,3,3,2.5,"Euro Pale Lager",2.5,3,"Tyskie Gronie",5.6,5280
"176",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1245670488,1.5,3.5,4,"Euro Pale Lager",1.5,1.5,"Tyskie Gronie",5.6,5280
"177",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1243046436,2.5,2.5,2.5,"Euro Pale Lager",2,2,"Tyskie Gronie",5.6,5280
"178",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1242351490,3.5,4,4,"Euro Pale Lager",3,3,"Tyskie Gronie",5.6,5280
"179",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1241638340,3.5,3,2.5,"Euro Pale Lager",3.5,3,"Tyskie Gronie",5.6,5280
"180",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1241298355,2,2,3,"Euro Pale Lager",3,1,"Tyskie Gronie",5.6,5280
"181",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1241297997,3.5,3.5,4,"Euro Pale Lager",3,3.5,"Tyskie Gronie",5.6,5280
"182",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1237934187,3.5,2.5,3,"Euro Pale Lager",3.5,3,"Tyskie Gronie",5.6,5280
"183",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1234339325,2,2.5,3,"Euro Pale Lager",3,3,"Tyskie Gronie",5.6,5280
"184",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1231714839,3,3,2,"Euro Pale Lager",3,2,"Tyskie Gronie",5.6,5280
"185",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1231128408,3.5,2.5,2,"Euro Pale Lager",3.5,2.5,"Tyskie Gronie",5.6,5280
"186",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1230857751,3.5,3.5,3,"Euro Pale Lager",3.5,4,"Tyskie Gronie",5.6,5280
"187",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1229893518,3.5,3,3.5,"Euro Pale Lager",3,3,"Tyskie Gronie",5.6,5280
"188",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1229753754,2.5,2,2,"Euro Pale Lager",3,2.5,"Tyskie Gronie",5.6,5280
"189",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1229249641,3,2.5,2.5,"Euro Pale Lager",4,3,"Tyskie Gronie",5.6,5280
"190",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1228442190,4,3.5,4.5,"Euro Pale Lager",3.5,3.5,"Tyskie Gronie",5.6,5280
"191",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1225367341,4,3,3.5,"Euro Pale Lager",3,3.5,"Tyskie Gronie",5.6,5280
"192",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1225038568,3,2.5,3,"Euro Pale Lager",2,3,"Tyskie Gronie",5.6,5280
"193",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1224977878,2.5,2.5,3,"Euro Pale Lager",2.5,2.5,"Tyskie Gronie",5.6,5280
"194",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1224517093,3.5,2.5,3,"Euro Pale Lager",3,3,"Tyskie Gronie",5.6,5280
"195",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1224112480,3,2.5,2.5,"Euro Pale Lager",2,2.5,"Tyskie Gronie",5.6,5280
"196",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1223427284,3,2,2.5,"Euro Pale Lager",3,2.5,"Tyskie Gronie",5.6,5280
"197",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1223352054,4.5,4,3.5,"Euro Pale Lager",4,4,"Tyskie Gronie",5.6,5280
"198",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1223270435,3.5,3,3,"Euro Pale Lager",3.5,3.5,"Tyskie Gronie",5.6,5280
"199",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1222892681,3,2,2,"Euro Pale Lager",2,3.5,"Tyskie Gronie",5.6,5280
"200",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1221394941,2.5,3.5,4,"Euro Pale Lager",3,3,"Tyskie Gronie",5.6,5280
"201",1941,"Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller)",1221180445,2,2.5,2,"Euro Pale Lager",2,3,"Tyskie Gronie",5.6,5280
